RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4144,15711901,Iheatu,500,France,Male,45,2,109162.82,1,1,1,126145.08,0
5845,15711921,Scott,695,France,Male,29,5,0,2,1,1,6770.44,0
7678,15711977,Finch,695,France,Male,36,4,161533,1,1,0,100940.91,0
4300,15711991,Chiawuotu,615,France,Male,30,8,0,2,0,0,3183.15,0
7969,15712068,Wan,592,Spain,Male,45,8,84692.5,1,0,1,67214.02,0
5036,15712121,Chidimma,657,Spain,Male,34,5,154983.98,1,1,0,27738.01,0
2430,15712176,Burke,816,France,Male,31,8,0,2,1,1,28407.4,0
9022,15712199,Ijendu,655,Germany,Female,61,2,183997.7,2,1,1,161217.18,0
9659,15712264,Plumb,713,France,Female,39,10,0,2,1,1,126263.97,0
311,15712287,Pokrovskii,652,France,Female,80,4,0,2,1,1,188603.07,0
3435,15712303,Valentin,692,France,Male,66,4,159732.02,1,1,1,118188.15,0
1820,15712319,Chukwukere,714,Spain,Male,45,8,150900.29,2,0,1,139889.15,0
631,15712403,McMillan,589,France,Female,61,1,0,1,1,0,61108.56,1
4148,15712409,Tang,749,Germany,Male,66,6,182532.23,2,1,1,195429.92,0
7604,15712483,Chidi,608,Spain,Female,28,4,0,2,1,0,10899.63,1
9726,15712536,Fallaci,625,France,Female,36,3,0,2,1,0,41295.1,1
135,15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0
777,15712551,Shen,622,Germany,Female,58,7,116922.25,1,1,0,120415.61,1
9780,15712568,Angelo,515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0
2732,15712584,Liao,670,France,Female,33,7,0,2,1,1,88187.81,0
9220,15712596,Huang,499,France,Male,31,4,0,1,1,0,25950.49,0
8269,15712608,Costa,787,Germany,Female,42,2,74483.97,2,0,1,44273.91,0
6008,15712772,Onwubiko,757,France,Male,28,3,75381.15,1,1,1,199727.72,0
5891,15712777,Kao,482,France,Male,38,4,124976.19,1,1,0,35848.12,0
8877,15712807,Robertson,556,Spain,Male,46,3,131764.96,1,1,1,108500.66,1
8345,15712813,Nevzorova,520,Germany,Male,43,3,150805.17,3,0,1,25333.03,1
804,15712825,Howells,511,Spain,Female,29,9,0,2,0,1,140676.98,0
2237,15712849,Tung,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1
7148,15712877,Morley,724,Spain,Male,36,1,0,2,1,0,52462.25,0
9271,15712903,Diaz,499,France,Female,21,3,176511.08,1,1,1,153920.22,0
5902,15712930,Duncan,587,France,Male,42,1,0,1,0,0,123006.91,0
4250,15712938,Genovese,531,France,Male,44,3,0,2,1,1,34416.79,0
7907,15712960,Olisanugo,613,Spain,Male,37,3,171653.17,1,0,1,5353.12,0
5910,15713043,Siciliani,691,France,Female,33,6,0,2,1,1,100408.31,0
6797,15713094,Tai,651,France,Female,25,8,0,2,1,1,126761.2,0
2934,15713144,Ingrassia,588,Spain,Male,46,8,0,1,1,0,61931.21,0
7351,15713160,Lin,669,Spain,Male,25,7,157228.61,2,1,0,124382.9,0
7595,15713250,Izmailova,502,France,Male,33,8,0,2,1,1,123509.01,0
2657,15713267,Zimmer,779,Spain,Female,34,5,0,2,0,1,111676.63,0
4827,15713346,Panina,794,France,Male,24,10,146126.75,1,1,1,88992.05,0
6796,15713347,Reynolds,577,Spain,Male,48,6,179852.26,1,1,0,193580.32,0
5203,15713354,Morrice,597,Germany,Female,22,6,101528.61,1,1,0,70529,1
3458,15713370,Hunter,657,Spain,Male,36,8,188241.05,2,0,0,183058.51,1
3734,15713374,Jarvis,689,Germany,Male,67,9,157094.78,1,1,1,99490.01,0
2501,15713378,Brownless,711,France,Male,38,10,0,2,0,0,53311.78,0
2769,15713379,Anderson,669,France,Male,26,4,0,2,1,1,197594.34,0
7928,15713426,Hancock,637,Germany,Male,30,1,122185.53,1,1,0,102566.46,1
7995,15713440,Barese,519,Germany,Female,21,1,151701.45,3,1,1,170138.68,1
3225,15713463,Tate,645,Germany,Female,41,2,138881.04,1,1,0,129936.53,1
1885,15713479,Ozuluonye,656,France,Male,35,6,0,2,1,0,1485.27,0
144,15713483,Greeves,793,Spain,Male,52,2,0,1,1,0,159123.82,1
4710,15713505,Harriman,554,France,Male,31,1,0,2,0,1,192660.55,0
8710,15713517,Otitodilinna,529,France,Male,39,6,102025.08,2,1,0,12351.01,0
4474,15713532,Wang,646,Germany,Female,29,4,105957.44,1,1,0,15470.91,0
9099,15713559,Onyemauchechukwu,473,Germany,Female,32,5,146602.25,2,1,1,72946.95,0
381,15713578,Farrell,483,France,Female,50,9,0,2,1,1,111020.24,0
4694,15713594,French,543,France,Female,32,7,147256.86,1,1,0,112771.95,0
3463,15713596,Ugochukwu,428,France,Female,62,1,107735.93,1,0,1,58381.77,0
8736,15713599,Castiglione,728,France,Male,30,10,114835.43,1,0,1,37662.49,0
9931,15713604,Rossi,425,Germany,Male,40,9,166776.6,2,0,1,172646.88,0
2849,15713608,Tuan,850,France,Female,41,5,0,2,1,1,34827.43,0
3357,15713621,Mollison,687,Germany,Male,41,10,134318.21,2,1,1,198064.52,0
9286,15713632,Ham,551,Spain,Female,48,5,95679.29,1,0,0,94978.1,0
5899,15713637,Chinedum,699,France,Male,34,2,117468.67,1,1,0,185227.42,0
1703,15713644,Marshall,686,Spain,Male,22,5,0,2,1,0,158974.45,0
2235,15713655,Calabrese,720,France,Female,38,10,0,2,1,1,56229.72,1
6293,15713673,T'ien,494,France,Female,33,1,137853,1,0,1,90273.85,0
4520,15713769,Michelides,617,Spain,Male,38,7,0,1,1,1,27239.28,0
5979,15713770,Shih,586,Spain,Male,41,3,63873.56,1,1,0,83753.64,0
5687,15713774,Chikwendu,644,Spain,Female,46,6,12459.19,1,0,0,156787.34,1
5862,15713819,Walsh,562,France,Male,48,3,92347.96,1,1,1,163116.75,0
1686,15713826,Ferguson,613,Germany,Female,20,0,117356.19,1,0,0,113557.7,1
1710,15713843,Kao,850,Spain,Male,30,2,0,2,0,1,27937.12,0
5548,15713845,Merrett,688,France,Male,38,7,148045.68,1,1,0,175479.92,1
261,15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0
1673,15713854,Cremonesi,513,France,Female,37,6,0,2,1,0,110142.34,0
8629,15713890,Maclean,704,France,Male,44,3,0,2,0,1,152884.85,0
3188,15713912,Nebechukwu,516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0
4761,15713949,Woods,850,France,Male,40,1,76914.21,1,1,0,174183.44,0
8953,15713975,Gibson,565,Germany,Female,47,10,139756.12,1,1,0,165849.49,1
7165,15713983,Mao,780,Germany,Male,34,5,94108.54,2,1,0,177235.21,0
3685,15714006,Gardener,482,France,Female,35,2,133111.73,1,0,1,79957.95,0
6382,15714046,Trevisano,720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0
2841,15714057,Windradyne,528,Spain,Male,40,4,0,2,1,0,25399.7,0
6210,15714062,Millar,690,France,Female,40,9,77641.99,1,0,0,189051.59,1
1607,15714080,Goliwe,566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0
7025,15714087,McGill,624,Germany,Female,45,5,151855.33,1,1,0,68794.15,0
1454,15714227,Kelly,672,France,Female,53,7,0,1,1,1,136910.18,0
4645,15714240,Ponomarev,712,Spain,Male,74,5,0,2,0,0,151425.82,0
8734,15714241,Haddon,749,Spain,Male,42,9,222267.63,1,0,0,101108.85,1
3990,15714256,Gerasimov,666,France,Male,30,7,109805.3,1,0,1,163625.56,0
6370,15714260,Castiglione,646,France,Female,38,2,0,2,0,0,178752.73,0
4139,15714355,Sinclair,775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0
6653,15714380,Butcher,827,France,Male,38,5,0,2,0,0,103305.01,0
4372,15714391,Lai,563,France,Female,35,2,183572.84,1,1,1,66006.75,1
2243,15714397,Trentino,621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0
5408,15714431,Yeh,561,France,Male,37,1,100443.36,2,0,1,101693.73,0
1382,15714466,Baxter,846,France,Female,41,5,0,3,1,0,3440.47,1
503,15714485,Udinese,774,France,Male,60,5,85891.55,1,1,0,74135.48,1
6124,15714493,Francis,465,Spain,Female,33,6,0,2,1,1,95500.98,0
1346,15714567,Chan,568,Spain,Female,26,6,0,2,0,0,166495.2,0
5950,15714575,Batt,742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1
2108,15714586,Marcelo,646,Spain,Female,42,3,99836.47,1,0,1,22909.56,0
3902,15714610,Alexeeva,575,Spain,Male,30,2,0,2,1,1,82222.86,0
2558,15714634,Nebechi,837,France,Male,26,4,89900.24,2,1,0,175477.03,0
8803,15714642,Hawkins,792,Spain,Female,40,7,0,1,1,0,141652.2,0
2921,15714658,Yates,696,France,Female,33,4,0,2,1,1,73371.65,0
9334,15714680,Bianchi,755,France,Female,78,5,121206.96,1,1,1,76016.49,0
491,15714689,Houghton,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0
1113,15714750,Northey,690,France,Female,42,3,92578.14,2,0,0,70810.6,0
9464,15714789,Perez,664,France,Male,24,7,0,1,0,1,35611.35,0
8821,15714832,Baker,652,Germany,Male,36,9,150956.71,1,0,0,72350.17,0
6782,15714874,Major,850,France,Female,42,3,0,2,1,1,176883.42,0
2424,15714877,MacDevitt,662,France,Female,29,10,0,2,1,0,137508.31,0
7795,15714883,Genovese,508,France,Female,25,2,111395.53,1,0,1,48197.06,0
9519,15714920,Balashov,585,Germany,Male,44,7,163867.86,1,1,1,112333.22,0
600,15714939,Fallaci,484,Germany,Female,34,4,148249.54,1,0,1,33738.27,0
5512,15714970,Holbrook,667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0
3965,15714981,Sabbatini,476,France,Male,37,4,0,1,1,1,55775.84,1
1435,15714993,Longo,552,France,Female,41,9,124349.34,1,1,0,135635.25,0
1052,15715003,Ko,625,Spain,Female,49,2,80816.45,1,1,1,20018.79,0
1532,15715031,Davidson,600,France,Female,28,6,0,2,0,1,52193.23,0
4942,15715047,Joshua,640,Spain,Male,43,9,172478.15,1,1,0,191084.4,1
9186,15715078,Nkemakolam,584,France,Male,35,6,161613.94,2,1,1,148238.16,0
3428,15715079,Bold,465,France,Male,41,9,117221.15,1,1,0,168280.95,0
6331,15715117,Peel,744,France,Female,39,6,0,1,0,0,10662.58,0
678,15715142,Repina,739,Germany,Male,45,7,102703.62,1,0,1,147802.94,1
3088,15715160,Khan,439,France,Male,36,2,165536.28,2,1,1,123956.83,0
7701,15715184,Capon,752,Spain,Female,31,4,144637.86,2,1,0,40496.72,0
6612,15715199,Estrada,568,Spain,Male,27,5,126815.97,2,0,1,118648.12,0
6729,15715208,Watkins,804,Germany,Female,33,10,138335.96,1,1,1,80483.76,0
2016,15715297,Yuan,779,Germany,Female,40,2,75470.23,1,1,1,52894.01,0
8390,15715345,Sergeyeva,743,Spain,Male,25,6,0,2,1,0,129740.11,0
3693,15715394,Greece,613,Spain,Male,35,4,123557.65,2,0,1,170903.4,0
5913,15715414,White,658,France,Female,38,6,102895.1,1,0,0,155665.76,0
2772,15715465,Aksenova,714,Germany,Male,28,7,77776.39,1,1,0,177737.07,0
8092,15715510,Eluemuno,768,France,Male,29,2,95984.69,2,1,1,73686.75,0
7772,15715512,Hsia,850,Germany,Male,29,1,154640.41,1,1,1,164039.51,0
7443,15715519,McDavid,614,Spain,Male,36,5,0,2,1,0,130610.78,0
505,15715527,Freeman,543,Spain,Female,41,4,0,1,0,0,194902.16,0
6578,15715532,Lai,687,Germany,Male,38,4,117633.28,1,0,1,88396.6,0
2943,15715541,Yang,850,France,Female,42,9,113311.11,1,1,1,198193.75,0
4192,15715597,Onyemauchechi,679,France,Male,36,1,97234.58,1,1,0,188997.08,0
3281,15715622,To Rot,583,France,Female,57,3,238387.56,1,0,1,147964.99,1
6722,15715638,Ch'ang,824,Germany,Male,77,3,27517.15,2,0,1,2746.41,0
6975,15715643,Ijendu,662,France,Male,44,8,0,2,1,1,175314.87,0
1210,15715667,Sorokina,850,France,Female,32,7,0,2,0,0,155227,0
4552,15715673,Niu,651,Spain,Female,46,4,89743.05,1,1,0,156425.57,1
2607,15715707,Light,657,France,Male,32,3,118829.03,2,1,1,73127.61,0
5945,15715709,Shih,696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0
8156,15715715,Artyomova,799,Spain,Male,38,2,0,2,1,1,59297.34,0
4628,15715744,Schiavone,605,France,Male,39,7,0,1,0,1,119348.28,0
3403,15715745,Elliott,690,France,Female,26,5,157624.84,1,1,1,49599.27,0
7004,15715750,Okeke,646,Germany,Female,44,2,113063.83,1,0,0,53072.49,1
2448,15715769,Hao,621,France,Male,26,2,75237.54,1,0,1,44220.4,0
4385,15715796,Romani,728,France,Male,37,0,0,2,1,1,72203.8,0
5634,15715877,Lo,821,France,Male,28,2,0,2,1,0,46072.52,0
8584,15715888,Allardyce,591,France,Female,38,2,142289.28,1,0,1,119638.85,0
7515,15715907,Onwubiko,699,France,Male,64,9,113109.52,1,1,0,27980.8,1
2494,15715920,De Bernales,782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0
3620,15715939,Wright,730,France,Male,33,0,0,2,1,0,1474.79,0
502,15715941,Lueck,692,France,Male,54,5,0,2,1,1,88721.84,0
113,15715951,Thorpe,562,France,Male,42,2,100238.35,1,0,0,86797.41,0
8122,15715988,Cockett,793,France,Male,35,2,0,2,1,1,79704.12,0
2633,15716000,Hs?eh,638,Spain,Male,48,2,0,2,1,1,7919.08,0
1927,15716023,Pearson,693,France,Male,31,1,0,2,0,1,182270.88,0
2886,15716024,Dennis,660,Spain,Male,42,5,0,2,1,0,115509.59,0
4656,15716041,Chinomso,622,Spain,Male,39,9,0,2,0,1,100862.36,0
7141,15716082,Chukwubuikem,703,Spain,Male,39,6,152685.4,1,0,0,183656.12,0
9572,15716085,Norris,739,Spain,Female,41,8,0,1,1,0,191694.77,1
1142,15716134,Russo,617,France,Male,40,5,190008.32,2,1,1,107047.92,0
822,15716155,Shaw,841,France,Female,36,5,156021.31,1,0,0,122662.98,0
714,15716164,Nicholls,501,France,Female,41,3,144260.5,1,1,0,172114.67,0
422,15716186,Richardson,586,France,Female,38,2,0,2,1,0,87168.46,0
6545,15716218,Higgins,709,France,Female,45,3,104118.5,1,0,1,174032,0
5803,15716236,Milani,499,France,Male,35,10,0,2,1,0,10722.54,0
7294,15716276,Kennedy,709,France,Female,34,2,111669.68,1,1,0,57029.66,0
2395,15716284,Ward,543,France,Male,43,9,0,2,1,1,78858.07,0
1890,15716324,Ignatieff,665,France,Female,23,9,143672.9,1,1,1,115147.33,0
4366,15716328,Miller,501,France,Female,40,2,0,2,0,0,141946.92,0
181,15716334,Rozier,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0
7374,15716347,Griffin,663,Germany,Male,37,7,143625.83,2,0,1,176487.05,0
4949,15716357,Corran,772,Spain,Female,39,4,122486.11,2,1,1,140709.25,0
4448,15716381,Greece,666,Germany,Female,50,7,109062.28,1,1,1,140136.1,1
8513,15716420,Kelly,612,Spain,Male,39,5,170288.38,1,1,1,59601.15,0
9861,15716431,Brookes,775,France,Female,30,10,191091.74,2,1,1,96170.38,0
2829,15716449,Fraser,527,Spain,Male,33,9,132168.28,1,0,0,98734.15,0
1488,15716491,Akabueze,710,Spain,Female,51,4,93656.95,1,0,1,141400.51,1
7861,15716501,Moon,659,France,Male,32,9,95377.13,1,0,1,187551.24,0
2468,15716518,Yuryeva,617,France,Female,27,4,0,2,0,0,190269.21,0
8136,15716605,Chukwufumnanya,710,Germany,Female,24,7,103099.17,2,1,0,173276.62,0
8796,15716608,Walker,651,Spain,Male,38,2,0,3,1,0,67029.82,1
1929,15716609,L?,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1
4772,15716619,Chiebuka,580,Germany,Female,36,3,74974.89,1,1,1,12099.67,0
4170,15716728,Basedow,513,Spain,Female,42,10,0,2,0,1,73151.25,0
3244,15716781,Dolgorukova,815,France,Male,24,7,171922.72,1,0,1,178028.96,0
6223,15716800,Kaur,582,France,Male,31,2,0,2,1,1,33747.03,0
1481,15716822,Moen,646,France,Male,30,5,98014.74,1,1,1,12757.14,0
742,15716835,Rossi,546,France,Male,24,8,156325.38,1,1,1,125381.02,0
6221,15716926,Macleod,807,France,Male,33,10,101952.97,2,1,0,178153.65,0
9185,15716984,Palermo,695,Spain,Female,56,4,0,2,1,0,84644.76,0
1671,15716994,Green,559,Spain,Male,24,3,114739.92,1,1,0,85891.02,1
9532,15717010,Yu,741,France,Female,60,5,0,1,1,1,38914.51,0
559,15717046,Wentworth-Shields,741,Spain,Male,53,3,0,2,1,1,38913.68,0
4977,15717056,Pan,828,Germany,Female,25,7,144351.86,1,1,0,116613.26,0
7470,15717065,Balashov,686,France,Female,35,8,105419.73,1,1,0,35356.46,0
4495,15717138,Watson,850,Spain,Male,31,6,82613.56,2,1,0,149170.92,0
5766,15717156,Sokolov,520,France,Male,30,3,143396.54,2,1,1,898.51,0
1022,15717164,Genovese,485,Spain,Male,32,6,102238.01,2,1,1,194010.12,0
3843,15717185,Udinese,711,France,Male,28,8,0,2,1,1,64286.39,0
8449,15717191,Ferri,508,France,Male,49,1,93817.41,2,1,1,132468.76,1
390,15717225,Ikemefuna,544,France,Female,21,10,161525.96,2,1,0,9262.77,0
5821,15717231,Yang,721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0
8359,15717286,Sal,675,Spain,Female,40,8,79035.95,1,1,0,142783.98,1
4375,15717290,Onyekaozulu,688,Germany,Male,41,2,112871.19,2,0,1,65520.74,0
8914,15717307,Read,496,France,Male,31,5,0,2,1,0,93713.13,0
6736,15717328,Hsueh,842,France,Female,37,4,132446.08,2,1,0,87071.18,1
269,15717398,Fielding,549,Spain,Female,39,7,0,1,0,0,81259.25,1
39,15717426,Armstrong,850,France,Male,36,7,0,1,1,1,40812.9,0
8045,15717489,Martin,835,France,Male,23,9,0,1,1,0,19793.73,1
9012,15717498,Boni,775,France,Male,42,6,133970.22,2,0,1,187839.9,0
5776,15717527,Ifeanacho,619,France,Female,49,9,145359.99,1,1,0,38186.85,0
3241,15717560,Martin,580,France,Male,50,0,125647.36,1,1,0,57541.08,1
7350,15717629,Docherty,632,Germany,Male,42,6,59972.26,2,0,1,148172.94,0
8060,15717643,Band,728,France,Female,34,6,90425.15,2,1,1,11597.69,0
7373,15717700,McIntyre,683,Spain,Male,34,9,114609.55,2,0,1,25339.29,0
4762,15717706,Forbes,799,France,Female,32,3,106045.92,2,1,1,17938,0
7873,15717736,Shen,639,Germany,Female,46,10,110031.09,2,1,1,133995.59,0
8707,15717770,Marcelo,850,Spain,Female,55,7,0,1,0,0,171762.87,1
5069,15717879,Chen,712,Spain,Female,79,5,108078.56,1,1,1,174118.93,0
3209,15717893,Briggs,607,Germany,Male,36,8,143421.74,1,1,0,97879.02,0
2664,15717898,Bruce,542,Spain,Male,32,2,131945.94,1,0,1,159737.56,0
3699,15717935,McDonald,589,France,Female,21,3,0,2,0,1,55601.44,0
3950,15717937,Gibbons,554,Germany,Male,43,5,99906.89,1,0,0,24983.39,0
7803,15717962,Ch'iu,773,Spain,Male,63,9,111179.83,1,1,1,93091.02,0
6139,15717984,Longo,477,France,Male,47,9,144900.58,1,1,0,61315.37,1
4858,15717995,Keen,849,France,Male,27,0,0,2,0,1,157891.86,0
6421,15718039,Ferguson,606,Germany,Female,47,0,137138.2,2,0,1,53784.22,0
586,15718057,Onyinyechukwuka,760,France,Female,51,2,100946.71,1,0,0,179614.8,1
9679,15718064,Chia,635,Spain,Male,29,2,0,2,0,0,117173.8,0
2964,15718071,Tuan,655,France,Female,51,3,0,2,0,1,15801.02,0
1651,15718106,Kelley,625,France,Male,34,6,0,2,0,0,197283.2,0
2434,15718153,Kao,759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0
5225,15718216,Fleetwood-Smith,803,Spain,Male,43,3,0,1,1,0,72051.44,0
5881,15718231,Gregory,537,France,Male,28,0,88963.31,2,1,1,189839.93,0
6233,15718242,Wollstonecraft,725,Germany,Female,47,1,104887.43,1,0,0,86622.56,1
4615,15718245,Pirozzi,730,France,Male,34,1,0,2,1,1,126592.01,0
1668,15718247,Hayden,606,Spain,Female,46,8,0,2,1,1,183717.94,0
4028,15718280,Luffman,662,Germany,Male,39,5,139822.11,2,1,1,146219.9,0
7895,15718281,Muir,706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1
3820,15718289,Bradley,553,Germany,Male,46,3,82291.1,1,1,0,112549.99,1
132,15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0
9013,15718406,Marshall,540,France,Male,41,3,0,2,1,0,121098.65,0
462,15718443,Chibuzo,539,France,Male,39,3,0,2,1,0,36692.17,0
5044,15718454,Ch'eng,712,Spain,Female,44,2,0,2,0,0,45738.94,0
5106,15718465,Sadler,671,Germany,Male,51,3,96891.46,1,1,0,176403.33,1
3745,15718507,Su,647,Germany,Male,37,3,116509.99,1,1,1,149517.71,1
7747,15718531,Ukaegbunam,554,France,Female,35,8,0,2,1,1,176779.46,0
7890,15718572,Willis,600,Germany,Male,57,9,138456.03,2,1,1,103548.25,0
6733,15718588,Meng,548,France,Female,37,9,0,2,0,0,98029.58,0
8723,15718667,T'ien,621,France,Male,35,7,87619.29,1,1,0,143.34,0
633,15718673,Mirams,839,Spain,Female,33,10,75592.43,1,1,0,62674.42,0
9853,15718765,Maclean,501,Spain,Male,43,6,104533.24,1,0,0,81123.59,1
8842,15718769,Fallaci,557,Spain,Male,36,1,113110.26,1,1,0,98413.1,0
4737,15718773,Pisano,638,France,Female,32,0,0,2,1,0,160129.99,0
1553,15718779,Clark,780,France,Male,34,1,0,1,1,1,64804.04,0
8973,15718780,Cox,650,Spain,Female,32,4,79450.09,1,1,1,118324.75,0
3997,15718789,Brigstocke,604,France,Male,30,5,0,2,1,0,75786.55,0
9096,15718839,Tsui,850,Germany,Female,38,2,102741.15,2,0,1,23974.85,0
6027,15718843,Maslova,769,Spain,Male,41,1,72509.91,1,1,0,25723.73,0
4217,15718852,Uren,794,France,Male,56,9,96951.21,1,1,1,71776.76,0
2116,15718893,Pirozzi,404,Germany,Female,54,4,125456.07,1,1,0,83715.66,1
5449,15718912,Hsueh,608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1
7260,15718921,Ho,625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0
1637,15718944,Artemiev,573,France,Female,37,6,0,2,1,0,193995.37,0
5668,15719017,Donaldson,672,France,Female,34,8,0,2,1,1,16245.25,0
3436,15719090,Osonduagwuike,676,Germany,Female,34,4,89437.03,1,1,1,189540.95,0
6446,15719170,Sagese,679,France,Female,30,1,112543.42,1,1,1,179435.21,0
6443,15719212,T'ien,491,France,Male,33,5,83134.3,1,1,0,187946.55,0
5362,15719265,Feng,589,France,Male,46,9,0,2,1,0,170676.67,0
9981,15719276,T'ao,741,Spain,Male,35,6,74371.49,1,0,0,99595.67,0
9995,15719294,Wood,800,France,Female,29,2,0,2,0,0,167773.55,0
1188,15719302,Brennan,765,France,Female,50,9,126547.8,1,1,1,79579.94,1
1600,15719309,Stephens,670,France,Female,42,1,115961.58,2,0,1,29483.87,0
1161,15719348,Tsao,513,France,Male,35,8,0,1,1,0,76640.29,1
617,15719352,Davidson,754,Spain,Male,39,6,170184.99,2,1,0,89593.26,0
185,15719377,Cocci,804,France,Female,50,4,0,1,1,1,8546.87,1
8675,15719426,Cole,529,France,Male,67,8,103101.56,2,1,1,154002.02,1
8412,15719479,Chukwuhaenye,619,Spain,Female,56,7,0,2,1,1,42442.21,0
5011,15719508,Davis,575,Germany,Male,49,7,121205.15,4,1,1,168080.53,1
9887,15719541,Flannagan,675,Spain,Male,31,2,90826.27,2,1,0,60270.87,0
2105,15719561,Lin,768,France,Male,42,5,0,3,0,0,60686.4,0
3891,15719579,McIntosh,670,Germany,Female,33,9,84521.48,2,0,1,198017.05,0
2894,15719606,Rivers,657,France,Male,50,9,0,2,0,0,37171.46,0
5148,15719624,Hodgson,669,France,Female,38,9,121858.98,1,1,0,130755.34,0
6237,15719649,Lambie,553,France,Male,38,3,99844.68,1,0,0,187915.7,0
6561,15719778,Chiu,577,France,Female,32,1,0,2,1,0,9902.39,0
5320,15719779,May,645,Germany,Male,25,1,157404.02,2,1,0,93073.04,0
4158,15719793,Watson,850,Spain,Male,62,5,0,2,1,1,180243.56,0
2467,15719809,Endrizzi,516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0
4475,15719827,O'Donnell,767,France,Male,36,3,0,1,0,0,65147.27,0
918,15719856,Lamb,646,France,Female,45,3,47134.75,1,1,1,57236.44,0
4767,15719858,Chao,659,Spain,Female,38,9,0,2,1,1,35701.06,0
8309,15719898,Young,556,France,Male,36,7,154872.08,2,1,1,32044.64,0
7703,15719931,Johnstone,850,France,Male,31,8,0,2,1,0,178667.7,0
7081,15719940,Gibbons,628,Germany,Female,51,10,115280.49,2,0,0,12628.61,1
3948,15719950,Sutherland,682,France,Male,61,10,73688.2,1,1,1,172141.33,0
1365,15719958,Degtyarev,850,Germany,Male,39,3,124548.99,2,1,1,120380.12,0
4312,15719991,Korovina,727,Spain,Female,52,1,154733.97,1,1,0,80259.67,1
9345,15720050,Barrett,727,France,Female,28,2,110997.76,1,1,0,101433.76,0
3976,15720071,Fiorentini,535,France,Female,49,3,0,1,0,0,61820.41,1
9565,15720083,Fiorentino,554,Spain,Male,42,1,0,2,0,1,183492.9,0
8754,15720110,Oluchukwu,795,France,Male,32,2,117265.21,1,1,1,198317.23,0
9575,15720123,Hudson,554,Spain,Male,37,3,0,2,1,0,166177.3,0
6809,15720134,Reynolds,709,Germany,Male,30,9,115479.48,2,1,1,134732.99,0
8398,15720155,Tao,630,Germany,Male,29,6,131354.39,1,0,1,9324.31,1
548,15720187,Han,479,Germany,Female,30,7,143964.36,2,1,0,41879.99,0
8119,15720203,Arcuri,577,Spain,Male,28,7,0,1,1,0,143274.41,0
2506,15720284,Crawford,607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0
3903,15720305,Power,591,Spain,Female,40,1,86376.29,1,0,1,136767.16,1
3623,15720338,Mazzanti,592,Spain,Male,55,8,85845.43,2,1,1,128918.42,0
7218,15720353,Chiang,553,France,Male,41,1,0,2,1,0,90607.31,0
3397,15720354,Knowles,581,France,Male,71,4,0,2,1,1,197562.08,0
6138,15720371,McLean,652,France,Female,51,3,0,1,1,0,173989.47,1
6101,15720463,Ho,796,France,Male,30,2,137262.71,2,1,0,62905.29,0
3333,15720508,Hsing,735,France,Male,31,3,119558.35,1,0,0,72927.68,0
4100,15720509,Hs?,696,France,Male,34,9,150856.79,1,0,1,8236.78,0
5349,15720511,Byrne,547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1
7051,15720529,Schiavone,591,France,Male,29,6,0,2,1,1,108684.65,0
417,15720559,Heath,487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1
5025,15720583,Finch,745,Germany,Female,44,0,119638.21,1,1,1,34265.08,1
6512,15720636,McGregor,628,France,Female,50,4,143054.56,1,0,1,109608.81,1
4403,15720637,Bell,710,Germany,Female,46,10,120530.34,1,1,0,166586.99,1
7347,15720644,Martin,789,France,Male,27,6,0,2,1,0,103603.65,0
690,15720649,Ferdinand,641,France,Female,36,5,66392.64,1,1,0,31106.67,0
1523,15720662,Sholes,787,France,Female,35,1,106266.8,1,1,1,16607.15,0
2752,15720671,Ibezimako,704,France,Male,42,8,129735.3,2,1,1,179565.57,0
5077,15720676,Bukowski,700,France,Female,37,7,0,2,1,0,17040.82,0
4313,15720687,Chidubem,576,France,Female,41,4,112609.91,1,0,0,191035.18,1
